"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked"
32,"Yes","1st","Female",0.350476627499998,0.432550428041802,-0.47340772456839,2.30043680338673,"Cherbourg"
33,"Yes","3rd","Female",-0.56893448683096,-0.474278822276423,-0.47340772456839,-0.492101443971647,"Queenstown"
34,"No","2nd","Male",2.70416908018725,-0.474278822276423,-0.47340772456839,-0.436762134979874,"Southampton"
35,"No","1st","Male",-0.0908407073788618,0.432550428041802,-0.47340772456839,1.00549697297924,"Cherbourg"
36,"No","1st","Male",0.938899740671812,0.432550428041802,-0.47340772456839,0.3983583461687,"Southampton"
37,"Yes","3rd","Male",-0.532158042257722,-0.474278822276423,-0.47340772456839,-0.502581702925434,"Cherbourg"
38,"No","3rd","Male",-0.605710931404199,-0.474278822276423,-0.47340772456839,-0.486064428445271,"Southampton"
39,"No","3rd","Female",-0.826369598843628,1.33937967836003,-0.47340772456839,-0.285836746820493,"Southampton"
40,"Yes","3rd","Female",-1.12058115542954,0.432550428041802,-0.47340772456839,-0.421836620260165,"Cherbourg"
41,"No","3rd","Female",0.791793962378858,0.432550428041802,-0.47340772456839,-0.457388604694989,"Southampton"
42,"No","2nd","Female",-0.164393596525338,0.432550428041802,-0.47340772456839,-0.225466591556741,"Southampton"
43,"No","3rd","Male",-0.146005374238719,-0.474278822276423,-0.47340772456839,-0.489167454425828,"Cherbourg"
44,"Yes","2nd","Female",-1.92966293604078,0.432550428041802,2.00780570243417,0.18865657484453,"Cherbourg"
45,"Yes","3rd","Female",-0.752816709697152,-0.474278822276423,-0.47340772456839,-0.489501502618288,"Queenstown"
46,"No","3rd","Male",-0.56893448683096,-0.474278822276423,-0.47340772456839,-0.486064428445271,"Southampton"
47,"No","3rd","Male",-0.458605153111245,0.432550428041802,-0.47340772456839,-0.336145209540286,"Queenstown"
48,"Yes","3rd","Female",-0.56893448683096,-0.474278822276423,-0.47340772456839,-0.492101443971647,"Queenstown"
49,"No","3rd","Male",-0.146005374238719,1.33937967836003,-0.47340772456839,-0.211798788405027,"Cherbourg"
50,"No","3rd","Female",-0.826369598843628,0.432550428041802,-0.47340772456839,-0.289861423838076,"Southampton"
51,"No","3rd","Male",-1.63545137945487,3.15303817899648,0.767198988932891,0.150589167273717,"Southampton"
52,"No","3rd","Male",-0.605710931404199,-0.474278822276423,-0.47340772456839,-0.491095274717251,"Southampton"
53,"Yes","1st","Female",1.45376996469715,0.432550428041802,-0.47340772456839,0.895993560684828,"Cherbourg"
54,"Yes","2nd","Female",-0.0172878182323851,0.432550428041802,-0.47340772456839,-0.124849666117153,"Southampton"
55,"No","1st","Male",2.63061619104078,-0.474278822276423,0.767198988932891,0.599173630638046,"Cherbourg"
56,"Yes","1st","Male",0.53435885036619,-0.474278822276423,-0.47340772456839,0.0663224922180623,"Southampton"
57,"Yes","2nd","Female",-0.605710931404199,-0.474278822276423,-0.47340772456839,-0.436762134979874,"Southampton"
58,"No","3rd","Male",-0.0540642628056234,-0.474278822276423,-0.47340772456839,-0.502581702925434,"Cherbourg"
59,"Yes","2nd","Female",-1.78255715774783,0.432550428041802,2.00780570243417,-0.0896337422132979,"Southampton"
60,"No","3rd","Male",-1.34123982286897,4.05986742931471,2.00780570243417,0.295729082220321,"Southampton"
61,"No","3rd","Male",-0.532158042257722,-0.474278822276423,-0.47340772456839,-0.502581702925434,"Cherbourg"
62,"Yes","1st","Female",0.644688184085905,-0.474278822276423,-0.47340772456839,0.961813128630388,"Southampton"
63,"No","1st","Male",1.15955840811124,0.432550428041802,-0.47340772456839,1.0317418918109,"Southampton"
64,"No","3rd","Male",-1.8561100468943,2.24620892867825,2.00780570243417,-0.0866152344501103,"Southampton"
65,"No","1st","Male",0.0194886263408532,-0.474278822276423,-0.47340772456839,-0.090221345057865,"Cherbourg"
66,"Yes","3rd","Male",-0.605710931404199,0.432550428041802,0.767198988932891,-0.341260574029635,"Cherbourg"
67,"Yes","2nd","Female",-0.0172878182323851,-0.474278822276423,-0.47340772456839,-0.436762134979874,"Southampton"
68,"No","3rd","Male",-0.752816709697152,-0.474278822276423,-0.47340772456839,-0.48388506584025,"Southampton"
69,"Yes","3rd","Female",-0.899922487990105,3.15303817899648,2.00780570243417,-0.488579851581261,"Southampton"
70,"No","3rd","Male",-0.237946485671815,1.33937967836003,-0.47340772456839,-0.473738855078922,"Southampton"
71,"No","2nd","Male",0.203370849207045,-0.474278822276423,-0.47340772456839,-0.436762134979874,"Southampton"
72,"No","3rd","Female",-0.973475377136582,4.05986742931471,2.00780570243417,0.295729082220321,"Southampton"
73,"No","2nd","Male",-0.605710931404199,-0.474278822276423,-0.47340772456839,0.831011125558925,"Southampton"
74,"No","3rd","Male",-0.237946485671815,0.432550428041802,-0.47340772456839,-0.35719024566523,"Cherbourg"
75,"Yes","3rd","Male",0.203370849207045,-0.474278822276423,-0.47340772456839,0.488829060846959,"Southampton"
76,"No","3rd","Male",-0.311499374818292,-0.474278822276423,-0.47340772456839,-0.494113782480438,"Southampton"
77,"No","3rd","Male",-0.237946485671815,-0.474278822276423,-0.47340772456839,-0.489167454425828,"Southampton"
78,"No","3rd","Male",-0.237946485671815,-0.474278822276423,-0.47340772456839,-0.486064428445271,"Southampton"
79,"Yes","2nd","Male",-2.08927270548863,-0.474278822276423,2.00780570243417,-0.064479510853401,"Southampton"
80,"Yes","3rd","Female",0.0562650709140916,-0.474278822276423,-0.47340772456839,-0.397018449431237,"Southampton"
81,"No","3rd","Male",-0.532158042257722,-0.474278822276423,-0.47340772456839,-0.46694721261175,"Southampton"
82,"Yes","3rd","Male",-0.0172878182323851,-0.474278822276423,-0.47340772456839,-0.456885520067791,"Southampton"
83,"Yes","3rd","Female",-0.56893448683096,-0.474278822276423,-0.47340772456839,-0.49134681703085,"Queenstown"
84,"No","1st","Male",-0.0908407073788618,-0.474278822276423,-0.47340772456839,0.299753759237905,"Southampton"
85,"Yes","2nd","Female",-0.899922487990105,-0.474278822276423,-0.47340772456839,-0.436762134979874,"Southampton"
86,"Yes","3rd","Female",0.276923738353522,2.24620892867825,-0.47340772456839,-0.329102024759515,"Southampton"
87,"No","3rd","Male",-0.973475377136582,0.432550428041802,3.24841241593545,0.0436836839941552,"Southampton"
88,"No","3rd","Male",-0.237946485671815,-0.474278822276423,-0.47340772456839,-0.486064428445271,"Southampton"
89,"Yes","1st","Female",-0.458605153111245,2.24620892867825,2.00780570243417,4.64439259971928,"Southampton"
90,"No","3rd","Male",-0.385052263964768,-0.474278822276423,-0.47340772456839,-0.486064428445271,"Southampton"
91,"No","3rd","Male",-0.0172878182323851,-0.474278822276423,-0.47340772456839,-0.486064428445271,"Southampton"
92,"No","3rd","Male",-0.679263820550675,-0.474278822276423,-0.47340772456839,-0.490004587245486,"Southampton"
93,"No","1st","Male",1.23311129725772,0.432550428041802,-0.47340772456839,0.582990404350342,"Southampton"
94,"No","3rd","Male",-0.237946485671815,0.432550428041802,2.00780570243417,-0.234019030219105,"Southampton"
95,"No","3rd","Male",2.18929885616192,-0.474278822276423,-0.47340772456839,-0.502163136515605,"Southampton"
96,"No","3rd","Male",-0.237946485671815,-0.474278822276423,-0.47340772456839,-0.486064428445271,"Southampton"
97,"No","1st","Male",3.07193352591963,-0.474278822276423,-0.47340772456839,0.0493021331107018,"Cherbourg"
98,"Yes","1st","Male",-0.458605153111245,-0.474278822276423,0.767198988932891,0.626925791012793,"Cherbourg"
99,"Yes","2nd","Female",0.350476627499998,-0.474278822276423,0.767198988932891,-0.185219821380906,"Southampton"
100,"No","2nd","Male",0.350476627499998,0.432550428041802,-0.47340772456839,-0.124849666117153,"Southampton"
101,"No","3rd","Female",-0.0908407073788618,-0.474278822276423,-0.47340772456839,-0.489167454425828,"Southampton"
102,"No","3rd","Male",-0.237946485671815,-0.474278822276423,-0.47340772456839,-0.489167454425828,"Southampton"
103,"No","1st","Male",-0.605710931404199,-0.474278822276423,0.767198988932891,0.907228446579412,"Southampton"
104,"No","3rd","Male",0.276923738353522,-0.474278822276423,-0.47340772456839,-0.473905879175152,"Southampton"
105,"No","3rd","Male",0.571135294939428,1.33937967836003,-0.47340772456839,-0.488579851581261,"Southampton"
106,"No","3rd","Male",-0.0908407073788618,-0.474278822276423,-0.47340772456839,-0.489167454425828,"Southampton"
107,"Yes","3rd","Female",-0.605710931404199,-0.474278822276423,-0.47340772456839,-0.494113782480438,"Southampton"
108,"Yes","3rd","Male",-0.237946485671815,-0.474278822276423,-0.47340772456839,-0.491598359344449,"Southampton"
109,"No","3rd","Male",0.644688184085905,-0.474278822276423,-0.47340772456839,-0.489167454425828,"Southampton"
110,"Yes","3rd","Female",-0.752816709697152,0.432550428041802,-0.47340772456839,-0.162077928529801,"Queenstown"
111,"No","1st","Male",1.3066641864042,-0.474278822276423,-0.47340772456839,0.3983583461687,"Southampton"
112,"No","3rd","Female",-1.0838047108563,0.432550428041802,-0.47340772456839,-0.35719024566523,"Cherbourg"
113,"No","3rd","Male",-0.532158042257722,-0.474278822276423,-0.47340772456839,-0.486064428445271,"Southampton"
114,"No","3rd","Female",-0.679263820550675,0.432550428041802,-0.47340772456839,-0.450345419914218,"Southampton"
115,"No","3rd","Female",-0.899922487990105,-0.474278822276423,-0.47340772456839,-0.35710773978637,"Cherbourg"
116,"No","3rd","Male",-0.605710931404199,-0.474278822276423,-0.47340772456839,-0.488579851581261,"Southampton"
117,"No","3rd","Male",3.0351570813464,-0.474278822276423,-0.47340772456839,-0.492101443971647,"Queenstown"
118,"No","2nd","Male",-0.0172878182323851,0.432550428041802,-0.47340772456839,-0.225466591556741,"Southampton"
119,"No","1st","Male",-0.385052263964768,-0.474278822276423,0.767198988932891,4.33289869726639,"Cherbourg"
120,"No","3rd","Female",-2.00321582518726,3.15303817899648,2.00780570243417,-0.0186988097783889,"Southampton"
121,"No","2nd","Male",-0.605710931404199,1.33937967836003,-0.47340772456839,0.831011125558925,"Southampton"
122,"No","3rd","Male",-0.311499374818292,-0.474278822276423,-0.47340772456839,-0.486064428445271,"Southampton"
123,"No","2nd","Male",0.240147293780283,0.432550428041802,-0.47340772456839,-0.0429313901012591,"Cherbourg"
124,"Yes","2nd","Female",0.240147293780283,-0.474278822276423,-0.47340772456839,-0.38645367226008,"Southampton"
125,"No","1st","Male",1.82153441042953,-0.474278822276423,0.767198988932891,0.907228446579412,"Southampton"
126,"Yes","3rd","Male",-1.26768693372249,0.432550428041802,-0.47340772456839,-0.421836620260165,"Cherbourg"
127,"No","3rd","Male",-0.0908407073788618,-0.474278822276423,-0.47340772456839,-0.492101443971647,"Queenstown"
128,"Yes","3rd","Male",-0.385052263964768,-0.474278822276423,-0.47340772456839,-0.504342499120627,"Southampton"
129,"Yes","3rd","Female",-1.81933360232106,0.432550428041802,0.767198988932891,-0.198132997591822,"Cherbourg"
130,"No","3rd","Male",1.15955840811124,-0.474278822276423,-0.47340772456839,-0.507697067414783,"Southampton"
131,"No","3rd","Male",0.276923738353522,-0.474278822276423,-0.47340772456839,-0.489167454425828,"Cherbourg"
132,"No","3rd","Male",-0.679263820550675,-0.474278822276423,-0.47340772456839,-0.506187813533189,"Southampton"
133,"No","3rd","Female",1.3066641864042,0.432550428041802,-0.47340772456839,-0.356268594628204,"Southampton"
134,"Yes","2nd","Female",-0.0172878182323851,0.432550428041802,-0.47340772456839,-0.124849666117153,"Southampton"
135,"No","2nd","Male",-0.311499374818292,-0.474278822276423,-0.47340772456839,-0.38645367226008,"Southampton"
136,"No","2nd","Male",-0.458605153111245,-0.474278822276423,-0.47340772456839,-0.345285251047219,"Cherbourg"
137,"Yes","1st","Female",-0.752816709697152,-0.474278822276423,2.00780570243417,-0.119148711121746,"Southampton"
138,"No","1st","Male",0.571135294939428,0.432550428041802,-0.47340772456839,0.420494069765409,"Southampton"
139,"No","3rd","Male",-0.973475377136582,-0.474278822276423,-0.47340772456839,-0.462586475063198,"Southampton"
140,"No","1st","Male",-0.385052263964768,-0.474278822276423,-0.47340772456839,0.945714420560054,"Cherbourg"
141,"No","3rd","Female",-0.991863599423201,-0.474278822276423,2.00780570243417,-0.341260574029635,"Cherbourg"
142,"Yes","3rd","Female",-0.532158042257722,-0.474278822276423,-0.47340772456839,-0.492101443971647,"Southampton"
143,"Yes","3rd","Female",-0.385052263964768,0.432550428041802,-0.47340772456839,-0.329102024759515,"Southampton"
144,"No","3rd","Male",-0.752816709697152,-0.474278822276423,-0.47340772456839,-0.512224829059564,"Queenstown"
145,"No","2nd","Male",-0.826369598843628,-0.474278822276423,-0.47340772456839,-0.416638749891956,"Southampton"
146,"No","2nd","Male",-0.752816709697152,0.432550428041802,0.767198988932891,0.0914767235779591,"Southampton"
147,"Yes","3rd","Male",-0.164393596525338,-0.474278822276423,-0.47340772456839,-0.49117979293462,"Southampton"
148,"No","3rd","Female",-1.48834560116192,1.33937967836003,2.00780570243417,0.0436836839941552,"Southampton"
149,"No","2nd","Male",0.53435885036619,-0.474278822276423,2.00780570243417,-0.124849666117153,"Southampton"
150,"No","2nd","Male",0.938899740671812,-0.474278822276423,-0.47340772456839,-0.38645367226008,"Southampton"
151,"No","2nd","Male",1.6008757429901,-0.474278822276423,-0.47340772456839,-0.396012280176841,"Southampton"
152,"Yes","1st","Female",-0.532158042257722,0.432550428041802,-0.47340772456839,0.692159768452294,"Southampton"
153,"No","3rd","Male",1.93186374414925,-0.474278822276423,-0.47340772456839,-0.486064428445271,"Southampton"
154,"No","3rd","Male",0.828570406952097,-0.474278822276423,2.00780570243417,-0.356268594628204,"Southampton"
155,"No","3rd","Male",-0.0908407073788618,-0.474278822276423,-0.47340772456839,-0.50090542494761,"Southampton"
156,"No","1st","Male",1.6008757429901,-0.474278822276423,0.767198988932891,0.587099599585295,"Cherbourg"
157,"Yes","3rd","Female",-0.973475377136582,-0.474278822276423,-0.47340772456839,-0.492437504502615,"Queenstown"
158,"No","3rd","Male",0.0562650709140916,-0.474278822276423,-0.47340772456839,-0.486064428445271,"Southampton"
159,"No","3rd","Male",-0.0908407073788618,-0.474278822276423,-0.47340772456839,-0.473738855078922,"Southampton"
160,"No","3rd","Male",-1.48834560116192,6.78035518026938,2.00780570243417,0.751523754461651,"Southampton"
161,"No","3rd","Male",1.08600551896477,-0.474278822276423,0.767198988932891,-0.324071178487536,"Southampton"
162,"Yes","2nd","Female",0.791793962378858,-0.474278822276423,-0.47340772456839,-0.331114363268307,"Southampton"
163,"No","3rd","Male",-0.237946485671815,-0.474278822276423,-0.47340772456839,-0.491598359344449,"Southampton"
164,"No","3rd","Male",-0.899922487990105,-0.474278822276423,-0.47340772456839,-0.473738855078922,"Southampton"
165,"No","3rd","Male",-2.07676871433373,3.15303817899648,0.767198988932891,0.150589167273717,"Southampton"
166,"Yes","3rd","Male",-1.48834560116192,-0.474278822276423,2.00780570243417,-0.235025199473501,"Southampton"
167,"Yes","1st","Female",-0.0908407073788618,-0.474278822276423,0.767198988932891,0.458728501432452,"Southampton"
168,"No","3rd","Female",1.15955840811124,0.432550428041802,4.48901912943673,-0.0866152344501103,"Southampton"
169,"No","1st","Male",0.938899740671812,-0.474278822276423,-0.47340772456839,-0.126358919998747,"Southampton"
170,"No","3rd","Male",-0.0908407073788618,-0.474278822276423,-0.47340772456839,0.488829060846959,"Southampton"
171,"No","1st","Male",2.33640463445487,-0.474278822276423,-0.47340772456839,0.0260757220422274,"Southampton"
172,"No","3rd","Male",-1.8561100468943,3.15303817899648,0.767198988932891,-0.0619640877174114,"Queenstown"
173,"Yes","3rd","Female",-2.07676871433373,0.432550428041802,0.767198988932891,-0.424017995203696,"Southampton"
174,"No","3rd","Male",-0.605710931404199,-0.474278822276423,-0.47340772456839,-0.488579851581261,"Southampton"
175,"No","1st","Male",1.96864018872249,-0.474278822276423,-0.47340772456839,-0.0303542744213107,"Cherbourg"
176,"No","3rd","Male",-0.826369598843628,0.432550428041802,0.767198988932891,-0.490004587245486,"Southampton"
177,"No","3rd","Male",-1.23091048914925,2.24620892867825,0.767198988932891,-0.13558146738454,"Southampton"
178,"No","1st","Female",1.52732285384362,-0.474278822276423,-0.47340772456839,-0.0702649840661773,"Cherbourg"
179,"No","2nd","Male",0.0562650709140916,-0.474278822276423,-0.47340772456839,-0.38645367226008,"Southampton"
180,"No","3rd","Male",0.497582405792952,-0.474278822276423,-0.47340772456839,-0.648057678403007,"Southampton"
181,"No","3rd","Female",-1.48834560116192,6.78035518026938,2.00780570243417,0.751523754461651,"Southampton"
182,"No","2nd","Male",0.148206182347187,-0.474278822276423,-0.47340772456839,-0.345200732829849,"Cherbourg"
183,"No","3rd","Male",-1.48834560116192,3.15303817899648,2.00780570243417,-0.0164349289559982,"Southampton"
184,"Yes","2nd","Male",-2.07676871433373,1.33937967836003,0.767198988932891,0.136754340025773,"Southampton"
185,"Yes","3rd","Female",-1.8561100468943,-0.474278822276423,2.00780570243417,-0.204840121841625,"Southampton"
186,"No","1st","Male",1.2147230749711,-0.474278822276423,-0.47340772456839,0.358111575992865,"Southampton"
187,"Yes","3rd","Female",-0.752816709697152,0.432550428041802,-0.47340772456839,-0.336145209540286,"Queenstown"
188,"Yes","1st","Male",1.15955840811124,-0.474278822276423,-0.47340772456839,-0.113781804318799,"Southampton"
189,"No","3rd","Male",0.791793962378858,0.432550428041802,0.767198988932891,-0.336145209540286,"Queenstown"
190,"No","3rd","Male",0.497582405792952,-0.474278822276423,-0.47340772456839,-0.489167454425828,"Southampton"
191,"Yes","2nd","Female",0.203370849207045,-0.474278822276423,-0.47340772456839,-0.38645367226008,"Southampton"
192,"No","2nd","Male",-0.752816709697152,-0.474278822276423,-0.47340772456839,-0.38645367226008,"Southampton"
193,"Yes","3rd","Female",-0.752816709697152,0.432550428041802,-0.47340772456839,-0.490004587245486,"Southampton"
194,"Yes","2nd","Male",-1.92966293604078,0.432550428041802,0.767198988932891,-0.124849666117153,"Southampton"
195,"Yes","1st","Female",1.08600551896477,-0.474278822276423,-0.47340772456839,-0.090221345057865,"Cherbourg"
196,"Yes","1st","Female",2.11574596701544,-0.474278822276423,-0.47340772456839,2.30043680338673,"Cherbourg"
197,"No","3rd","Male",0.166594404633807,-0.474278822276423,-0.47340772456839,-0.492101443971647,"Queenstown"
198,"No","3rd","Male",0.938899740671812,-0.474278822276423,0.767198988932891,-0.478936725447131,"Southampton"
199,"Yes","3rd","Female",-0.56893448683096,-0.474278822276423,-0.47340772456839,-0.492101443971647,"Queenstown"
200,"No","2nd","Female",-0.385052263964768,-0.474278822276423,-0.47340772456839,-0.38645367226008,"Southampton"
201,"No","3rd","Male",-0.0908407073788618,-0.474278822276423,-0.47340772456839,-0.456885520067791,"Southampton"
202,"No","3rd","Male",-1.48834560116192,6.78035518026938,2.00780570243417,0.751523754461651,"Southampton"
203,"No","3rd","Male",0.350476627499998,-0.474278822276423,-0.47340772456839,-0.517340193548913,"Southampton"
204,"No","3rd","Male",1.19633485268448,-0.474278822276423,-0.47340772456839,-0.502666221142803,"Cherbourg"
205,"Yes","3rd","Male",-0.826369598843628,-0.474278822276423,-0.47340772456839,-0.486064428445271,"Southampton"
206,"No","3rd","Female",-2.00321582518726,-0.474278822276423,0.767198988932891,-0.437516761920671,"Southampton"
207,"No","3rd","Male",0.203370849207045,0.432550428041802,-0.47340772456839,-0.329102024759515,"Southampton"
208,"Yes","3rd","Male",-0.237946485671815,-0.474278822276423,-0.47340772456839,-0.269989581063758,"Cherbourg"
209,"Yes","3rd","Female",-0.973475377136582,-0.474278822276423,-0.47340772456839,-0.492101443971647,"Queenstown"
210,"Yes","1st","Male",0.791793962378858,-0.474278822276423,-0.47340772456839,-0.0242327406775662,"Cherbourg"
211,"No","3rd","Male",-0.385052263964768,-0.474278822276423,-0.47340772456839,-0.506187813533189,"Southampton"
212,"Yes","2nd","Female",0.424029516646475,-0.474278822276423,-0.47340772456839,-0.225466591556741,"Southampton"
213,"No","3rd","Male",-0.532158042257722,-0.474278822276423,-0.47340772456839,-0.502163136515605,"Southampton"
214,"No","2nd","Male",0.0562650709140916,-0.474278822276423,-0.47340772456839,-0.38645367226008,"Southampton"
215,"No","3rd","Male",-0.0908407073788618,0.432550428041802,-0.47340772456839,-0.492101443971647,"Queenstown"
216,"Yes","1st","Female",0.129817960060568,0.432550428041802,-0.47340772456839,1.63141876743084,"Cherbourg"
217,"Yes","3rd","Female",-0.164393596525338,-0.474278822276423,-0.47340772456839,-0.488579851581261,"Southampton"
218,"No","2nd","Male",0.938899740671812,0.432550428041802,-0.47340772456839,-0.104726281029236,"Southampton"
219,"Yes","1st","Female",0.203370849207045,-0.474278822276423,-0.47340772456839,0.887189579708864,"Cherbourg"
220,"No","2nd","Male",0.0562650709140916,-0.474278822276423,-0.47340772456839,-0.436762134979874,"Southampton"
221,"Yes","3rd","Male",-0.973475377136582,-0.474278822276423,-0.47340772456839,-0.486064428445271,"Southampton"
222,"No","2nd","Male",-0.164393596525338,-0.474278822276423,-0.47340772456839,-0.38645367226008,"Southampton"
223,"No","3rd","Male",1.6008757429901,-0.474278822276423,-0.47340772456839,-0.486064428445271,"Southampton"
224,"No","3rd","Male",-0.237946485671815,-0.474278822276423,-0.47340772456839,-0.489167454425828,"Southampton"
225,"Yes","1st","Male",0.644688184085905,0.432550428041802,-0.47340772456839,1.16304697950956,"Southampton"
226,"No","3rd","Male",-0.532158042257722,-0.474278822276423,-0.47340772456839,-0.459904027830979,"Southampton"
227,"Yes","2nd","Male",-0.752816709697152,-0.474278822276423,-0.47340772456839,-0.436762134979874,"Southampton"
228,"No","3rd","Male",-0.642487375977437,-0.474278822276423,-0.47340772456839,-0.502163136515605,"Southampton"
229,"No","2nd","Male",-0.826369598843628,-0.474278822276423,-0.47340772456839,-0.38645367226008,"Southampton"
230,"No","3rd","Female",-0.752816709697152,2.24620892867825,0.767198988932891,-0.13558146738454,"Southampton"
231,"Yes","1st","Female",0.424029516646475,0.432550428041802,-0.47340772456839,1.0317418918109,"Southampton"
232,"No","3rd","Male",-0.0172878182323851,-0.474278822276423,-0.47340772456839,-0.491598359344449,"Southampton"
233,"No","2nd","Male",2.18929885616192,-0.474278822276423,-0.47340772456839,-0.376391979716121,"Southampton"
234,"Yes","3rd","Female",-1.78255715774783,3.15303817899648,2.00780570243417,-0.0164349289559982,"Southampton"
235,"No","2nd","Male",-0.385052263964768,-0.474278822276423,-0.47340772456839,-0.436762134979874,"Southampton"
236,"No","3rd","Female",-0.34827581939153,-0.474278822276423,-0.47340772456839,-0.49612612098923,"Southampton"
237,"No","2nd","Male",1.08600551896477,0.432550428041802,-0.47340772456839,-0.124849666117153,"Southampton"
238,"Yes","2nd","Female",-1.5618984903084,-0.474278822276423,2.00780570243417,-0.119818819845174,"Southampton"
239,"No","2nd","Male",-0.752816709697152,-0.474278822276423,-0.47340772456839,-0.436762134979874,"Southampton"
240,"No","2nd","Male",0.276923738353522,-0.474278822276423,-0.47340772456839,-0.40104312644882,"Southampton"
241,"No","3rd","Female",-0.495381597684483,0.432550428041802,-0.47340772456839,-0.35719024566523,"Cherbourg"
242,"Yes","3rd","Female",-0.642487375977437,0.432550428041802,-0.47340772456839,-0.336145209540286,"Queenstown"
243,"No","2nd","Male",-0.0172878182323851,-0.474278822276423,-0.47340772456839,-0.436762134979874,"Southampton"
244,"No","3rd","Male",-0.532158042257722,-0.474278822276423,-0.47340772456839,-0.504678559651595,"Southampton"
245,"No","3rd","Male",0.0562650709140916,-0.474278822276423,-0.47340772456839,-0.502666221142803,"Cherbourg"
246,"No","1st","Male",1.08600551896477,1.33937967836003,-0.47340772456839,1.16304697950956,"Queenstown"
247,"No","3rd","Female",-0.311499374818292,-0.474278822276423,-0.47340772456839,-0.491598359344449,"Southampton"
248,"Yes","2nd","Female",-0.385052263964768,-0.474278822276423,2.00780570243417,-0.356268594628204,"Southampton"
249,"Yes","1st","Male",0.571135294939428,0.432550428041802,0.767198988932891,0.409510726184424,"Southampton"
250,"No","2nd","Male",1.82153441042953,0.432550428041802,-0.47340772456839,-0.124849666117153,"Southampton"
251,"No","3rd","Male",-0.532158042257722,-0.474278822276423,-0.47340772456839,-0.502163136515605,"Southampton"
252,"No","3rd","Female",-0.0172878182323851,0.432550428041802,0.767198988932891,-0.437516761920671,"Southampton"
253,"No","1st","Male",2.40995752360134,-0.474278822276423,-0.47340772456839,-0.113781804318799,"Southampton"
